# Fuel consumption dataset for FAST project
# Sources: US DOE fueleconomy.gov | EEA COPERT methodology | Natural Resources Canada fuel consumption guide
distance_km,avg_speed_kmh,vehicle_type,vehicle_mileage_kmpl,temperature_c,wind_speed_kmh,precipitation_mm,road_type,num_stops_per_km,fuel_consumed_litres
20.2,36.4,bike,32.0,32.6,17.3,3.5,mixed,1.43,1.066
51.6,37.1,suv,9.6,6.6,4.3,5.7,mixed,1.57,9.864
113.3,70.5,car,14.5,44.2,14.8,9.6,mixed,1.1,11.278
254.3,85.3,car,16.8,20.1,6.9,0.6,highway,0.42,18.617
424.5,80.9,car,19.5,42.6,23.4,2.3,highway,0.28,26.728
431.7,86.4,suv,11.3,20.3,7.8,0.1,highway,0.19,43.813
310.0,46.5,suv,8.4,18.6,23.1,2.1,mixed,2.09,59.377
464.4,63.7,car,21.6,17.5,11.1,0.4,mixed,1.84,38.161
252.5,31.2,car,21.4,11.7,36.9,5.5,urban,3.16,33.992
445.1,93.4,truck,6.9,21.7,1.4,0.4,highway,0.33,79.99
229.8,16.9,car,21.9,17.6,27.7,2.2,urban,3.17,34.876
142.2,99.4,suv,11.8,-3.2,8.5,2.2,highway,0.1,17.795
458.6,41.1,car,21.6,8.0,0.0,10.7,urban,2.27,50.706
197.0,25.7,car,12.8,5.7,43.5,3.2,urban,3.77,42.996
254.2,58.3,car,15.7,38.4,33.6,1.0,mixed,1.08,23.44
167.8,99.1,car,14.3,24.9,4.9,0.8,highway,0.15,15.318
333.1,94.4,suv,9.4,33.2,33.2,0.4,highway,0.33,47.204
497.5,75.9,car,13.4,42.8,30.6,4.2,mixed,1.7,57.974
17.6,114.7,car,18.2,27.2,23.7,3.5,highway,0.29,1.723
450.4,82.4,truck,6.9,44.1,21.0,2.8,highway,0.5,84.411
6.9,74.6,car,17.8,10.6,44.4,0.1,highway,0.37,0.505
185.3,107.5,car,13.5,4.3,12.3,4.3,highway,0.13,22.412
88.5,18.2,truck,7.1,15.2,19.9,3.1,urban,2.37,31.628
379.9,43.2,suv,12.5,18.5,16.5,10.0,mixed,0.83,45.532
30.1,71.4,bike,41.6,39.8,38.6,2.7,highway,0.21,0.838
279.0,21.0,truck,6.4,23.0,45.8,1.1,urban,2.59,114.427
151.0,30.8,suv,9.8,9.6,42.5,1.4,urban,2.75,35.87
71.2,31.1,car,15.5,32.1,39.9,0.6,urban,2.52,10.621
387.1,65.7,bike,57.5,20.3,49.3,3.9,mixed,1.06,10.377
112.6,63.5,suv,10.0,3.1,34.9,3.7,mixed,1.9,19.012
115.7,88.7,suv,11.3,23.8,37.6,0.7,highway,0.43,13.015
141.2,75.5,car,20.9,40.6,49.1,0.5,mixed,2.08,13.757
295.4,36.7,truck,6.5,37.1,0.3,0.2,urban,2.63,89.652
331.5,57.8,suv,8.4,24.3,31.7,7.3,mixed,2.01,59.692
13.7,32.1,car,13.5,13.9,36.9,0.8,urban,2.06,2.202
124.7,76.5,car,12.1,-0.7,45.9,1.3,mixed,1.49,16.803
218.3,43.0,car,18.3,18.5,44.2,1.0,mixed,2.0,23.669
169.3,100.7,suv,11.1,32.6,42.1,1.6,highway,0.21,22.076
442.7,42.8,bike,34.0,13.0,47.3,3.8,urban,2.49,26.112
394.9,44.7,car,21.6,6.8,26.9,6.1,mixed,1.87,39.733
314.8,58.7,suv,11.7,41.6,0.3,0.6,mixed,1.8,43.35
172.3,116.8,truck,4.2,36.1,0.6,3.5,highway,0.19,68.604
351.8,69.2,car,17.0,26.9,27.2,1.3,mixed,1.62,32.045
422.6,88.0,suv,12.8,1.8,21.8,11.8,highway,0.23,44.929
299.4,105.9,bike,32.3,2.2,22.6,1.1,highway,0.15,14.893
393.3,41.1,suv,9.9,0.2,20.0,0.0,urban,2.79,83.593
375.8,78.9,bike,54.2,25.8,45.9,2.2,highway,0.35,8.444
288.0,67.6,car,16.6,0.8,18.0,0.5,mixed,1.14,27.072
159.5,93.4,suv,11.8,37.1,42.8,0.1,highway,0.27,19.136
374.2,52.3,bike,43.0,44.6,45.1,3.6,mixed,0.81,13.483
107.4,78.9,car,12.4,13.3,25.0,4.0,highway,0.39,10.395
390.8,116.2,suv,9.2,17.7,22.3,1.9,highway,0.28,76.235
403.3,108.1,suv,11.1,30.6,38.1,3.4,highway,0.5,62.241
412.0,94.1,suv,9.5,41.9,35.4,2.3,highway,0.12,58.396
239.1,104.0,suv,8.3,39.7,16.4,3.0,highway,0.24,42.366
100.3,114.9,car,20.4,-2.1,5.1,2.7,highway,0.29,9.615
54.4,41.4,car,21.8,3.5,13.2,3.3,urban,2.93,6.663
373.0,82.5,car,19.9,32.7,6.6,0.7,highway,0.23,21.37
443.7,28.3,car,20.5,29.4,14.7,0.9,urban,3.7,66.971
327.2,38.2,truck,4.2,1.7,13.1,1.7,urban,3.42,156.73
76.4,51.3,car,21.6,20.1,31.9,1.8,mixed,1.17,5.851
467.8,62.6,car,14.0,34.0,47.7,4.5,mixed,0.81,45.145
494.6,17.6,car,21.5,5.9,34.3,1.4,urban,2.26,73.645
219.5,88.0,truck,8.0,38.6,46.3,0.5,highway,0.32,38.054
299.4,84.6,car,19.1,-2.4,39.2,0.9,highway,0.43,22.264
389.7,36.9,car,21.8,34.1,36.4,0.7,mixed,1.38,34.985
369.5,109.6,car,17.7,25.8,20.7,3.9,highway,0.26,34.124
484.1,117.8,suv,9.8,10.8,16.2,1.9,highway,0.23,90.698
61.9,90.7,bike,43.1,31.0,42.3,3.7,highway,0.29,1.831
292.5,117.6,truck,6.0,34.1,45.3,1.6,highway,0.21,94.463
347.5,111.2,truck,3.4,41.7,22.6,6.6,highway,0.48,176.386
445.6,42.5,car,18.2,13.4,0.5,12.3,mixed,1.39,44.113
437.7,103.7,suv,14.9,29.3,39.6,3.3,highway,0.14,43.39
489.1,36.9,truck,4.0,25.1,14.3,6.0,urban,3.43,227.285
258.5,97.9,suv,13.5,21.3,0.5,2.1,highway,0.12,24.56
416.2,72.9,car,21.1,39.5,40.2,8.2,highway,0.14,23.585
216.5,72.3,car,21.4,-4.8,25.9,5.3,mixed,0.91,16.099
214.0,72.6,suv,14.7,9.1,34.3,14.4,highway,0.29,18.524
130.4,74.7,car,17.2,21.9,45.7,2.9,mixed,2.48,14.603
410.0,31.7,suv,14.8,3.9,27.1,4.5,urban,4.52,90.837
493.0,81.9,truck,6.8,40.4,25.2,2.3,highway,0.4,93.565
131.9,77.8,truck,3.8,27.4,14.5,0.9,mixed,1.43,42.129
32.8,94.1,car,16.8,18.9,15.3,1.3,highway,0.23,2.466
408.7,38.2,bike,51.5,35.7,39.8,6.7,mixed,1.81,17.112
312.0,84.4,truck,4.2,17.5,22.5,0.2,highway,0.41,87.788
480.1,65.9,suv,12.5,22.9,8.2,2.7,mixed,2.09,63.342
129.9,84.9,bike,50.0,-4.9,4.7,1.4,highway,0.11,3.239
40.2,22.2,truck,3.8,13.3,23.6,1.5,urban,3.04,23.504
248.8,61.3,truck,5.8,1.9,23.2,6.5,mixed,2.0,71.241
47.3,35.5,car,19.7,29.5,32.7,5.8,mixed,1.78,5.011
134.6,49.9,car,17.0,19.0,23.6,2.7,mixed,2.31,15.341
67.4,37.8,car,12.1,10.1,7.2,1.0,mixed,1.99,10.153
115.9,58.5,bike,30.3,18.4,25.4,1.9,mixed,1.14,4.974
57.5,95.6,car,15.6,5.5,45.3,1.6,highway,0.38,5.669
477.2,77.3,suv,14.5,41.3,8.0,1.3,highway,0.29,38.124
142.9,97.6,bike,36.9,-2.3,34.5,0.3,highway,0.31,5.909
224.7,24.2,car,18.3,38.3,29.7,2.3,urban,2.38,34.639
449.8,23.4,car,14.2,20.6,37.4,1.1,urban,2.22,79.283
340.3,26.8,car,15.2,25.9,7.5,3.2,urban,4.64,67.976
310.9,79.8,truck,7.2,10.1,47.1,1.2,highway,0.42,58.175
354.3,30.2,car,19.3,43.3,31.0,1.7,urban,3.95,57.977
415.3,71.2,car,13.0,9.1,42.4,0.2,highway,0.19,37.62
439.4,88.8,suv,11.0,24.4,12.3,14.7,highway,0.37,50.132
323.1,39.1,car,12.3,44.7,37.0,2.1,urban,2.79,56.777
445.6,61.6,car,16.8,39.1,39.1,0.1,mixed,1.19,39.792
270.0,36.3,car,18.6,21.8,19.9,2.3,mixed,1.01,25.339
142.3,39.3,bike,33.6,44.5,19.2,6.1,urban,4.16,10.562
440.6,90.9,car,14.9,30.1,32.9,4.4,highway,0.47,39.207
273.0,36.0,car,16.0,5.4,4.7,3.6,urban,4.83,51.432
453.5,102.8,car,21.2,15.3,36.8,0.5,highway,0.16,30.556
24.9,27.5,truck,8.0,11.7,2.1,3.2,urban,3.51,7.682
201.8,37.8,car,12.4,12.2,9.5,4.4,urban,3.75,36.556
474.2,79.6,car,19.6,33.0,33.2,2.5,highway,0.16,28.629
128.6,83.5,suv,10.6,24.2,4.9,6.7,highway,0.49,14.457
471.1,75.8,bike,41.8,-3.1,48.6,1.0,mixed,2.25,22.735
477.2,73.3,suv,13.3,38.9,43.4,0.8,mixed,1.6,57.296
441.7,21.9,car,21.2,9.8,31.3,6.1,urban,2.73,64.127
284.0,77.5,truck,7.8,44.9,41.0,2.9,highway,0.13,44.572
325.2,92.5,bike,47.3,42.7,44.4,0.0,highway,0.46,9.985
435.5,38.6,car,15.6,42.0,13.0,1.3,urban,4.2,78.832
389.1,71.3,bike,53.6,35.6,42.5,5.9,mixed,1.8,13.43
316.9,114.2,truck,4.3,6.0,9.7,0.1,highway,0.28,137.08
491.2,49.7,car,17.6,21.6,20.7,0.0,mixed,2.39,55.048
344.4,95.8,car,15.6,6.2,27.9,1.0,highway,0.13,31.534
487.9,75.4,bike,49.7,8.0,35.7,7.4,mixed,1.65,18.268
33.4,36.9,suv,9.7,25.5,1.5,7.0,urban,3.41,7.481
73.8,66.4,car,13.9,-3.0,14.5,2.2,mixed,1.86,8.854
228.5,96.4,truck,7.6,43.5,30.4,2.4,highway,0.41,43.326
195.5,29.0,car,13.0,40.9,17.9,1.2,urban,3.45,37.247
392.5,80.4,car,17.1,14.0,38.8,0.8,highway,0.23,27.318
84.5,110.0,bike,36.6,20.8,32.6,5.1,highway,0.35,3.933
488.2,36.5,car,12.4,18.3,11.7,0.3,mixed,1.03,61.367
161.0,72.2,car,12.4,39.1,7.3,2.0,mixed,2.18,20.608
217.3,47.8,bike,35.3,29.4,31.5,3.0,mixed,1.83,10.095
141.0,23.5,suv,14.1,8.9,22.5,0.3,urban,3.52,31.198
291.8,49.0,car,14.8,17.3,8.4,2.2,mixed,1.38,30.664
34.0,96.0,car,21.5,16.4,16.3,2.6,highway,0.48,2.285
79.1,90.0,car,17.8,43.0,15.2,4.1,highway,0.13,5.656
374.2,96.1,car,16.4,3.8,5.4,0.8,highway,0.31,33.306
97.3,16.3,car,17.8,-0.5,27.3,1.0,urban,4.09,20.946
121.6,35.3,car,17.2,39.0,38.2,2.5,urban,3.25,18.518
397.5,78.9,car,19.6,39.8,28.8,12.2,highway,0.17,23.704
51.2,18.7,truck,4.4,38.6,41.3,0.7,urban,3.95,30.771
221.5,65.0,truck,4.8,20.5,6.4,12.8,mixed,1.43,58.57
16.4,20.8,car,20.9,28.0,21.8,3.8,urban,4.75,3.021
176.7,114.1,car,21.5,23.2,30.5,5.2,highway,0.13,14.484
351.0,88.6,suv,14.2,-1.5,33.8,0.3,highway,0.35,36.043
49.6,73.8,car,16.2,24.8,34.8,1.1,highway,0.24,3.452
444.7,117.9,bike,53.4,-4.3,36.4,0.2,highway,0.44,18.429
455.2,33.2,car,16.8,11.2,32.6,1.4,urban,2.34,62.351
57.0,15.7,suv,11.5,41.6,4.7,11.9,urban,2.28,14.109
495.4,42.9,suv,9.4,10.2,34.8,0.3,urban,3.0,112.679
152.3,35.6,bike,47.7,42.0,36.2,2.5,urban,3.12,8.914
46.6,46.4,car,13.9,7.5,49.7,0.0,mixed,2.38,6.872
7.5,107.8,car,15.3,10.7,34.7,3.7,highway,0.41,0.837
207.2,21.0,suv,14.0,26.4,34.3,0.7,urban,3.33,47.288
316.8,68.5,bike,36.2,33.1,25.7,0.4,mixed,1.46,12.564
169.4,94.4,bike,32.1,20.1,43.4,1.2,highway,0.29,7.007
419.2,75.7,suv,8.5,39.1,49.8,4.4,highway,0.48,62.008
359.7,54.2,car,21.4,-3.0,39.0,0.3,mixed,1.98,36.065
178.3,87.0,suv,11.5,41.1,30.6,0.8,highway,0.18,19.712
368.5,17.3,car,16.1,4.8,3.9,0.0,urban,4.09,77.873
470.5,117.7,bike,54.3,39.2,36.3,10.4,highway,0.16,16.439
51.1,42.6,car,20.4,15.0,35.4,2.7,urban,2.3,5.418
156.5,103.0,suv,10.3,36.6,38.8,3.8,highway,0.28,24.115
234.3,95.9,truck,6.5,28.6,6.2,3.2,highway,0.46,48.869
251.5,17.8,suv,13.4,3.8,32.7,0.5,urban,4.94,73.56
273.4,118.9,car,18.5,40.9,14.8,2.7,highway,0.25,28.57
153.8,17.3,suv,9.1,7.3,38.0,0.4,urban,2.03,46.123
335.3,75.3,car,20.8,7.2,12.0,1.5,highway,0.46,21.366
324.3,94.7,car,17.4,35.7,34.2,2.5,highway,0.42,25.81
291.0,113.7,truck,4.4,0.3,14.7,2.5,highway,0.1,123.967
61.3,114.4,bike,42.8,6.1,0.4,0.4,highway,0.23,2.653
241.1,73.8,bike,31.1,20.2,31.7,0.1,mixed,1.33,10.8
181.3,114.3,car,13.3,36.5,5.7,4.8,highway,0.19,21.866
248.1,19.8,bike,53.0,2.4,33.0,3.9,urban,4.74,19.3
461.3,71.9,car,12.0,22.4,46.3,0.3,highway,0.12,41.994
242.9,112.4,car,16.2,30.6,48.5,0.4,highway,0.36,27.131
11.9,65.7,car,17.2,38.0,11.8,6.7,mixed,1.83,1.117
222.2,99.8,truck,3.3,41.8,40.5,4.4,highway,0.12,97.231
411.2,51.3,suv,14.8,34.2,17.7,16.7,mixed,1.61,50.802
391.1,110.7,car,14.3,27.6,45.0,0.9,highway,0.42,48.311
259.1,75.4,car,15.0,16.7,39.4,2.0,mixed,2.23,30.168
128.6,17.1,car,15.0,0.6,3.7,0.8,urban,4.96,32.014
235.2,77.9,car,14.3,30.5,20.4,2.9,mixed,0.81,20.998
284.0,31.3,car,12.0,44.6,16.9,0.4,urban,4.33,63.178
499.9,37.2,suv,13.1,31.8,39.3,0.4,urban,4.62,110.695
323.9,75.8,car,21.7,-4.2,20.5,0.2,highway,0.19,18.94
348.7,112.5,car,14.2,19.8,34.2,3.5,highway,0.22,41.478
248.3,57.0,car,18.6,25.7,30.1,2.0,mixed,0.93,18.791
180.5,89.4,car,19.4,29.5,48.8,2.9,highway,0.25,12.613
407.4,25.9,truck,7.2,31.0,46.9,6.3,urban,4.49,164.594
250.0,78.1,suv,11.0,22.9,21.4,4.0,mixed,1.84,36.18
497.4,95.3,bike,39.1,6.2,36.2,1.9,highway,0.26,18.211
231.3,64.8,truck,4.6,42.1,41.5,12.5,mixed,2.02,79.07
38.7,42.3,car,19.1,29.8,44.9,1.8,mixed,1.81,4.012
342.9,42.6,truck,7.1,6.8,3.4,0.4,urban,3.85,107.962
28.1,67.7,suv,9.3,11.1,15.1,14.7,mixed,0.84,3.804
129.0,91.4,car,15.7,41.1,16.0,0.1,highway,0.35,10.822
180.1,87.9,bike,57.1,39.4,21.7,2.4,highway,0.12,3.925
371.0,43.1,car,20.1,15.3,8.5,1.1,urban,3.78,52.299
249.6,96.0,car,21.8,-3.1,24.8,2.1,highway,0.36,17.218
19.2,37.8,suv,13.3,-2.6,33.2,2.5,mixed,1.78,3.177
310.3,70.8,car,15.9,9.2,24.9,0.8,mixed,2.28,33.064
208.7,18.8,bike,47.7,26.5,33.3,2.4,urban,3.18,14.047
461.3,110.9,suv,12.6,24.2,3.3,4.2,highway,0.14,58.196
252.3,42.4,truck,3.4,26.7,43.8,0.9,mixed,1.16,112.22
355.9,25.1,car,17.4,30.9,47.0,1.5,urban,4.0,64.319
113.3,17.1,car,19.1,-4.0,30.9,0.9,urban,3.83,22.472
381.7,43.3,car,13.7,0.3,44.1,5.2,urban,3.93,71.201
361.9,46.1,bike,53.4,13.0,6.6,3.9,mixed,2.34,15.061
452.5,40.2,truck,5.9,2.7,39.9,6.1,urban,4.68,193.81
21.7,74.4,bike,58.6,-1.2,6.0,0.6,mixed,0.84,0.588
226.5,58.2,car,12.4,27.0,20.4,0.2,mixed,0.83,23.049
341.2,84.1,car,14.7,35.8,16.2,0.4,highway,0.42,27.526
52.1,21.0,car,18.0,32.6,29.3,0.5,urban,3.17,8.483
208.2,51.4,suv,10.1,35.9,15.1,2.3,mixed,1.33,29.118
471.4,25.4,suv,13.0,28.3,31.9,10.6,urban,4.79,121.705
220.8,43.4,car,19.6,31.8,18.4,1.3,mixed,1.38,19.784
492.8,40.4,bike,33.1,8.6,43.0,9.5,mixed,1.96,29.254
33.1,16.5,bike,45.4,44.7,31.7,0.1,urban,4.34,2.828
360.3,77.3,truck,5.5,4.2,10.8,7.8,mixed,2.38,103.672
292.6,38.5,truck,4.8,5.7,16.8,0.6,mixed,1.18,97.933
252.8,50.7,car,21.3,9.4,42.4,7.3,mixed,2.5,27.685
485.6,32.1,suv,13.8,43.8,19.3,0.2,urban,2.82,89.228
69.2,112.5,suv,12.9,44.4,26.8,8.9,highway,0.29,10.257
448.5,38.5,car,19.1,34.7,32.4,0.7,urban,2.02,51.363
347.2,25.0,truck,5.3,26.5,17.4,1.1,urban,3.69,160.848
133.2,32.7,car,21.2,21.0,14.7,2.0,urban,3.02,17.542
451.3,56.2,car,18.9,43.5,23.8,1.4,mixed,2.26,47.815
217.5,41.7,car,19.3,29.8,10.7,3.3,urban,3.93,31.451
408.0,40.1,bike,55.9,42.2,14.2,11.0,urban,4.55,24.79
197.5,87.1,car,14.7,10.8,3.1,2.8,highway,0.38,16.346
426.2,76.0,suv,13.6,11.7,15.2,3.8,mixed,2.25,58.593
320.1,30.1,bike,35.9,37.7,16.0,0.3,urban,2.79,20.951
74.8,71.4,suv,10.4,2.5,48.1,3.0,highway,0.26,9.563
326.6,111.2,car,15.4,42.3,29.5,1.8,highway,0.48,38.418
99.7,64.8,car,21.8,20.4,39.4,6.5,mixed,1.4,7.526
208.9,26.5,car,20.6,41.3,2.3,1.5,urban,3.67,31.477
89.3,81.9,car,19.0,11.8,5.3,3.4,highway,0.15,5.395
15.9,59.0,suv,13.1,30.8,40.7,0.8,mixed,1.05,1.765
109.9,45.7,car,17.6,19.1,31.2,0.9,mixed,1.78,11.507
270.5,68.5,car,21.5,26.3,9.5,1.4,mixed,1.92,23.016
243.4,33.1,car,17.0,20.2,20.2,1.1,urban,2.2,30.871
253.2,45.0,suv,10.7,43.4,26.9,0.9,urban,2.35,45.215
127.6,71.1,truck,3.8,29.6,42.2,0.2,mixed,2.41,46.26
344.2,21.3,suv,13.5,7.6,3.0,5.4,urban,2.82,74.287
353.6,77.2,car,19.3,40.5,29.8,0.2,mixed,1.94,34.186
182.2,119.1,bike,41.5,9.7,35.9,6.6,highway,0.32,8.501
441.2,31.8,car,12.3,13.6,48.9,0.4,urban,3.66,89.885
323.8,73.1,car,20.4,0.1,40.4,0.2,highway,0.4,22.21
358.0,71.8,bike,30.3,40.0,13.8,2.5,highway,0.43,13.365
142.3,78.4,car,19.0,9.3,35.5,2.1,highway,0.41,9.947
5.3,106.4,car,21.7,7.9,38.2,2.0,highway,0.12,0.398
433.4,70.6,car,16.4,41.0,36.5,2.6,mixed,1.98,46.41
412.1,95.6,suv,9.6,35.3,41.0,1.0,highway,0.31,58.696
66.0,44.7,bike,51.1,2.1,45.2,3.3,urban,3.91,3.764
190.2,73.3,bike,54.5,33.5,4.9,2.1,mixed,1.41,5.771
332.4,37.8,suv,11.8,40.7,5.2,1.2,urban,2.03,54.489
327.8,115.4,car,21.7,-1.1,39.8,5.3,highway,0.22,31.556
430.9,48.3,suv,8.4,36.3,12.6,3.9,mixed,0.86,70.45
74.4,38.1,car,17.0,22.4,2.9,1.5,urban,4.83,13.285
217.8,75.0,car,19.2,28.5,20.1,5.6,mixed,2.28,21.216
53.1,78.5,suv,14.0,19.6,41.0,7.6,mixed,1.95,6.788
197.8,38.2,suv,9.3,29.9,6.3,2.3,mixed,1.92,38.611
12.5,32.4,suv,13.6,-3.3,33.6,0.7,urban,2.61,2.427
449.6,73.7,car,17.5,33.1,0.2,7.4,highway,0.2,28.282
265.9,27.0,car,16.0,-3.3,5.5,0.6,urban,3.43,47.096
425.7,89.2,car,13.3,17.8,17.5,0.1,highway,0.47,39.646
34.7,49.3,bike,56.0,2.5,4.2,1.2,mixed,1.41,1.176
117.6,104.6,truck,3.8,36.2,42.3,3.9,highway,0.37,48.25
133.4,113.4,bike,39.3,10.7,43.2,7.7,highway,0.46,6.171
196.4,66.7,truck,4.5,17.7,37.8,3.0,mixed,1.24,56.292
402.4,22.5,car,20.7,16.4,12.1,9.1,urban,4.8,75.938
196.3,30.0,car,18.7,33.6,26.2,0.3,urban,4.74,34.611
106.3,37.4,car,20.0,19.1,9.2,0.2,urban,3.58,15.053
37.2,75.0,truck,4.3,34.4,14.1,2.8,mixed,1.81,11.35
44.3,88.4,suv,12.4,-1.3,25.8,10.2,highway,0.41,5.159
381.2,75.2,suv,12.0,4.6,36.8,2.1,mixed,0.89,47.564
225.2,104.5,suv,13.8,22.6,4.7,0.2,highway,0.25,23.625
364.5,54.7,suv,14.3,42.4,14.8,0.8,mixed,1.89,47.267
342.7,52.2,suv,8.1,-1.3,46.3,0.8,mixed,2.29,77.183
72.0,78.0,car,18.7,-2.8,21.5,1.2,highway,0.2,4.983
75.7,21.1,car,12.5,2.8,46.9,0.1,urban,3.74,19.495
378.9,98.3,car,17.5,27.1,49.6,7.1,highway,0.2,31.618
362.0,70.9,truck,4.4,14.9,26.3,2.2,mixed,1.95,108.313
192.1,44.5,truck,4.5,36.3,14.4,3.3,urban,2.25,67.2
43.3,29.1,bike,40.6,-1.4,39.5,0.2,urban,2.16,2.698
11.0,118.0,suv,12.3,4.8,8.0,0.2,highway,0.3,1.754
147.6,101.9,truck,4.7,10.0,12.6,2.6,highway,0.45,46.857
9.6,112.4,car,19.3,26.3,39.2,6.5,highway,0.2,0.874
118.9,97.0,car,16.0,29.3,21.7,2.3,highway,0.13,9.43
212.7,20.8,truck,3.3,1.2,10.1,6.3,urban,2.12,147.033
65.1,68.0,bike,53.5,42.2,32.6,5.0,mixed,2.42,2.594
56.6,23.2,suv,10.0,12.1,36.6,0.2,urban,2.82,14.828
448.7,40.0,car,16.3,30.7,6.3,0.7,urban,4.61,77.641
294.8,56.1,truck,6.4,21.2,13.8,3.2,mixed,2.34,71.983
467.6,36.0,truck,4.7,6.1,11.1,1.8,mixed,1.62,178.823
176.2,70.5,truck,3.3,37.3,19.0,1.0,mixed,1.58,67.5
340.2,41.4,car,15.7,35.9,38.2,1.6,urban,3.15,50.178
106.3,72.0,truck,7.7,14.8,35.7,1.8,highway,0.12,15.37
311.1,80.0,suv,12.5,24.4,33.1,7.2,highway,0.49,30.814
69.1,64.8,car,18.7,7.9,0.3,0.3,mixed,2.21,6.976
6.0,82.7,suv,12.4,29.5,7.1,1.0,highway,0.16,0.531
466.1,85.2,bike,36.0,10.5,11.2,2.3,highway,0.37,16.433
279.7,43.4,car,16.2,37.2,13.6,3.6,urban,4.13,44.664
463.8,16.2,car,19.5,5.9,7.3,3.0,urban,3.09,78.015
170.2,42.6,bike,33.0,-4.3,20.5,8.5,urban,4.5,13.663
167.3,72.1,bike,38.3,8.4,3.8,4.8,highway,0.28,5.158
203.3,39.2,suv,9.9,4.6,37.5,2.4,urban,4.16,52.336
354.5,26.5,car,16.3,20.4,39.4,0.7,urban,2.32,54.22
285.1,41.3,suv,14.9,5.2,28.7,1.8,mixed,1.23,36.782
463.1,79.0,bike,32.0,33.2,4.5,3.5,mixed,2.37,23.207
17.6,61.4,car,17.2,7.1,44.5,5.5,mixed,2.12,1.955
355.6,57.9,car,13.8,30.3,48.3,9.6,mixed,1.78,42.803
168.5,15.6,suv,14.8,23.9,10.1,2.8,urban,2.95,34.128
94.2,117.7,car,13.1,44.3,35.2,2.2,highway,0.36,14.442
257.6,34.3,suv,10.8,45.0,42.1,0.1,urban,2.77,54.566
255.0,36.5,truck,6.7,38.5,27.0,0.2,urban,3.37,86.477
72.8,32.5,suv,12.9,33.0,16.2,0.5,urban,2.09,12.144
104.9,19.3,car,16.2,14.3,23.9,0.2,urban,3.19,19.358
207.0,28.4,bike,40.4,32.7,25.6,1.5,urban,3.71,13.904
207.4,119.1,truck,5.0,42.8,20.0,1.2,highway,0.18,79.7
162.2,29.9,bike,37.9,-3.8,46.5,3.0,urban,3.55,12.214
78.5,116.4,truck,4.0,21.9,37.2,2.3,highway,0.45,35.408
7.2,39.1,car,16.8,5.9,12.1,2.7,mixed,1.03,0.746
485.3,119.9,truck,4.3,22.9,29.3,1.9,highway,0.47,217.2
472.0,99.0,suv,10.0,18.3,34.4,1.0,highway,0.29,66.151
244.4,29.2,truck,6.3,23.8,7.0,9.2,urban,3.73,94.141
497.6,37.3,car,21.7,22.5,17.9,0.3,urban,4.85,80.193
338.5,19.2,suv,12.2,43.0,45.3,8.4,urban,4.58,101.945
39.1,71.6,car,12.8,22.6,28.4,1.1,highway,0.2,3.217
63.3,22.1,car,12.8,37.3,10.8,2.2,urban,2.66,12.413
458.5,83.8,suv,14.7,11.0,6.1,0.3,highway,0.46,38.946
316.9,45.1,truck,4.5,16.9,25.9,0.2,mixed,2.08,109.895
422.4,65.3,truck,3.5,18.5,27.4,1.7,mixed,0.95,140.908
449.6,17.8,suv,12.2,8.9,16.7,4.1,urban,4.32,124.376
226.7,118.7,car,18.2,14.0,31.5,0.9,highway,0.41,24.769
29.0,71.6,car,18.5,24.9,3.4,2.5,mixed,0.86,2.097
98.2,100.1,suv,9.9,24.0,7.3,1.0,highway,0.34,13.812
38.0,15.9,car,12.2,26.8,27.3,1.5,urban,2.76,8.208
98.4,98.0,bike,59.0,12.6,3.1,7.1,highway,0.3,2.381
208.2,68.6,car,14.5,10.8,44.0,5.8,mixed,1.67,23.698
63.5,103.7,car,18.8,25.6,7.1,2.2,highway,0.17,4.933
87.5,43.0,car,19.1,1.6,33.7,0.8,urban,4.66,14.341
225.7,59.9,car,18.1,7.7,19.6,0.6,mixed,2.35,24.452
173.4,33.4,bike,39.4,-2.9,20.0,9.2,urban,3.27,12.075
236.5,97.2,bike,38.1,-1.4,38.2,0.7,highway,0.13,9.257
217.4,60.7,truck,6.0,7.2,25.0,5.0,mixed,1.31,51.119
324.0,30.7,car,20.7,-4.0,36.3,1.4,urban,4.22,53.513
468.9,16.3,car,21.5,7.3,25.3,12.7,urban,4.35,87.754
58.4,102.7,suv,8.7,27.7,29.6,1.4,highway,0.35,9.422
54.1,17.3,car,13.5,-1.9,38.0,1.3,urban,4.17,13.949
427.1,26.8,truck,7.7,16.8,30.4,3.0,urban,2.61,133.024
255.7,83.6,suv,13.2,40.7,30.8,9.8,highway,0.23,23.785
384.4,78.5,bike,56.5,34.6,39.5,11.2,highway,0.41,8.677
111.6,39.6,car,14.0,10.3,47.5,3.7,mixed,1.45,15.171
415.3,105.1,truck,5.9,41.2,18.8,4.2,highway,0.29,107.828
462.3,81.4,truck,6.5,11.5,28.9,2.5,highway,0.36,83.653
319.6,18.0,car,18.8,-1.4,4.3,4.2,urban,2.41,53.542
57.4,70.7,suv,10.9,44.7,17.9,5.9,mixed,2.34,9.205
448.2,118.4,car,12.2,38.5,20.6,2.0,highway,0.35,68.852
397.3,32.9,truck,5.9,18.3,41.8,2.9,urban,2.68,141.18
376.7,90.1,car,14.5,28.3,25.7,2.3,highway,0.13,31.024
23.2,79.6,truck,5.3,28.6,36.6,2.5,highway,0.14,5.087
